cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_additional_file_1_of_dispositional_individual_differences_in_cognitive_effort_in_4630d371b7b8	low	-29	deprioritize_or_context_review	strict	Additional file 1 of Dispositional individual differences in cognitive effort investment: establishing the core construct		2	0	2	0	0				1	0	candidate_context_or_methods_paper=2	catalog_only_context_lead=2		title:additional_file_1_of_dispositional_individual_differences_in_cognitive_effort_investment_establishing_the_core_construct		steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Additional file 1 of Dispositional individual differences in cognitive effort investment: establishing the core construct
cluster_after_a_pair_of_self_control_intensive_tasks_sucrose_swishing_improves_subsequen_347f5eb1bd35	low	-29	deprioritize_or_context_review	singleton	After a pair of self-control-intensive tasks, sucrose swishing improves subsequent working memory performance		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	After a pair of self-control-intensive tasks, sucrose swishing improves subsequent working memory performance
cluster_ai_for_research_assessment_opportunities_and_challenges_from_india_ef6b67bc1d09	low	-29	deprioritize_or_context_review	singleton	AI for research assessment: opportunities and challenges from India		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	AI for research assessment: opportunities and challenges from India
cluster_ai_empowered_human_microbiome_research_b7b7368842bd	low	-29	deprioritize_or_context_review	singleton	AI-empowered human microbiome research		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	AI-empowered human microbiome research
cluster_americans_harbor_much_less_favorable_explicit_sentiments_toward_young_adults_tha_87632ff8a5ce	low	-29	deprioritize_or_context_review	singleton	Americans harbor much less favorable explicit sentiments toward young adults than toward older adults		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Americans harbor much less favorable explicit sentiments toward young adults than toward older adults
cluster_an_individual_participant_data_meta_analysis_method_primer_for_psychology_3839a219c801	low	-29	deprioritize_or_context_review	singleton	An Individual Participant Data Meta-Analysis Method Primer for Psychology		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	An Individual Participant Data Meta-Analysis Method Primer for Psychology
cluster_an_international_consensus_on_core_reproducibility_items_in_research_58a261c8d700	low	-29	deprioritize_or_context_review	singleton	An international consensus on core reproducibility items in research		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	An international consensus on core reproducibility items in research
cluster_assessing_heterogeneity_and_power_in_replications_of_psychological_experiments_95bfc3bd8710	low	-29	deprioritize_or_context_review	singleton	Assessing heterogeneity and power in replications of psychological experiments.		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Assessing heterogeneity and power in replications of psychological experiments.
cluster_atlas_of_plasma_nmr_biomarkers_for_health_and_disease_in_118_461_individuals_fro_e1f0987223cf	low	-29	deprioritize_or_context_review	singleton	Atlas of plasma NMR biomarkers for health and disease in 118,461 individuals from the UK Biobank		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Atlas of plasma NMR biomarkers for health and disease in 118,461 individuals from the UK Biobank
cluster_behavioural_drivers_of_internet_of_things_adoption_in_food_consumption_9a32b892183a	low	-29	deprioritize_or_context_review	singleton	Behavioural drivers of internet of things adoption in food consumption		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Behavioural drivers of internet of things adoption in food consumption
cluster_beyond_the_end_s_of_qualitative_data_analysis_fb744a2febda	low	-29	deprioritize_or_context_review	singleton	Beyond the end(s) of qualitative data analysis		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Beyond the end(s) of qualitative data analysis
cluster_beyond_witnessing_ethical_imperatives_in_action_research_on_suffering_victims_of_baf73bb9e3bf	low	-29	deprioritize_or_context_review	singleton	Beyond witnessing: ethical imperatives in action-research on suffering, victims of violence, and structural harm in mental health systems		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Beyond witnessing: ethical imperatives in action-research on suffering, victims of violence, and structural harm in mental health systems
cluster_burden_of_a_failed_error_culture_in_biologging_ae9c19cf683f	low	-29	deprioritize_or_context_review	singleton	Burden of a failed error culture in biologging		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Burden of a failed error culture in biologging
cluster_can_large_language_models_help_predict_results_from_a_complex_behavioural_scienc_a116344430f3	low	-29	deprioritize_or_context_review	singleton	Can large language models help predict results from a complex behavioural science study?		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Can large language models help predict results from a complex behavioural science study?
cluster_clinical_decision_fatigue_as_a_reversible_state_in_the_continuum_of_professional_2c3cbe4112aa	low	-29	deprioritize_or_context_review	singleton	Clinical decision fatigue as a reversible state in the continuum of professional exhaustion		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Clinical decision fatigue as a reversible state in the continuum of professional exhaustion
cluster_code_sharing_and_reproducibility_in_survey_based_social_research_evidence_from_a_a03c7fea731f	low	-29	deprioritize_or_context_review	singleton	Code sharing and reproducibility in survey-based social research: evidence from a large-scale audit		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Code sharing and reproducibility in survey-based social research: evidence from a large-scale audit
cluster_data_as_a_key_resource_in_catalysis_a_community_account_6988df504f1c	low	-29	deprioritize_or_context_review	singleton	Data as a Key Resource in Catalysis: A Community Account		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Data as a Key Resource in Catalysis: A Community Account
cluster_design_and_analysis_of_metabolomics_studies_in_epidemiologic_research_a_primer_o_9992bd72f7de	low	-29	deprioritize_or_context_review	singleton	Design and Analysis of Metabolomics Studies in Epidemiologic Research: A Primer on -Omic Technologies		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Design and Analysis of Metabolomics Studies in Epidemiologic Research: A Primer on -Omic Technologies
cluster_detection_of_mental_fatigue_using_an_active_bci_inspired_signal_processing_chain_cab9be06ee3d	low	-29	deprioritize_or_context_review	singleton	Detection of mental fatigue using an active BCI inspired signal processing chain		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Detection of mental fatigue using an active BCI inspired signal processing chain
cluster_development_and_validation_of_a_psma_positive_triple_negative_breast_cancer_mous_d782c22a9923	low	-29	deprioritize_or_context_review	singleton	Development and validation of a PSMA-positive triple-negative breast cancer mouse model for preclinical targeted radionuclide therapies		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Development and validation of a PSMA-positive triple-negative breast cancer mouse model for preclinical targeted radionuclide therapies
cluster_discovery_and_preclinical_validation_of_drug_indications_using_compendia_of_publ_3104aaa2d722	low	-29	deprioritize_or_context_review	singleton	Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Discovery and Preclinical Validation of Drug Indications Using Compendia of Public Gene Expression Data
cluster_dissociation_between_mental_fatigue_and_motivational_state_during_prolonged_ment_3269af9cff7a	low	-29	deprioritize_or_context_review	singleton	Dissociation between mental fatigue and motivational state during prolonged mental activity		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Dissociation between mental fatigue and motivational state during prolonged mental activity
cluster_do_extraverts_see_faces_in_the_moon_a_meta_analysis_of_the_relationship_between__d7838de4ec4b	low	-29	deprioritize_or_context_review	singleton	Do extraverts see faces in the moon? A meta-analysis of the relationship between extraversion and anthropomorphism		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Do extraverts see faces in the moon? A meta-analysis of the relationship between extraversion and anthropomorphism
cluster_do_victim_impact_programs_reduce_recidivism_for_operating_a_motor_vehicle_while__6481a725d06a	low	-29	deprioritize_or_context_review	singleton	Do victim impact programs reduce recidivism for operating a motor vehicle while intoxicated? Findings from an outcomes evaluation		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Do victim impact programs reduce recidivism for operating a motor vehicle while intoxicated? Findings from an outcomes evaluation
cluster_drug_development_raise_standards_for_preclinical_cancer_research_5dc75d86fe92	low	-29	deprioritize_or_context_review	singleton	Drug development: Raise standards for preclinical cancer research.		1	0	1	0	0				1	0	candidate_context_or_methods_paper=1	catalog_only_context_lead=1				steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Drug development: Raise standards for preclinical cancer research.
